"country","class"
"American Samoa","true"
"Anguilla","true"
"British Virgin Islands","true"
"Cayman Islands","true"
"Curacao","true"
"Falkland Islands","true"
"French Guiana","true"
"French Polynesia","true"
"Guadeloupe","true"
"Guam","true"
"Isle of Man","true"
"Jersey","true"
"Montserrat","true"
"Northern Mariana Islands","true"
"Saint Helena","true"
"Saint Pierre and Miquelon","true"
"Sint Maarten","true"
"Turks and Caicos Islands","true"
"Wallis and Futuna","true"
"Afghanistan","false"
"Albania","false"
"Algeria","false"
"Andorra","false"
"Angola","false"
"Antigua and Barbuda","false"
"Argentina","false"
"Armenia","false"
"Aruba","false"
"Australia","false"
"Austria","false"
"Azerbaijan","false"
"Bahamas","false"
"Bahrain","false"
"Bangladesh","false"
"Barbados","false"
"Belarus","false"
"Belgium","false"
"Belize","false"
"Benin","false"
"Bermuda","false"
"Bhutan","false"
"Bolivia","false"
"Bosnia and Herzegovina","false"
"Botswana","false"
"Brazil","false"
"Brunei","false"
"Bulgaria","false"
"Burkina Faso","false"
"Burundi","false"
"Cambodia","false"
"Cameroon","false"
"Canada","false"
"Cape Verde","false"
"Central African Republic","false"
"Ceuta","false"
"Chad","false"
"Chile","false"
"China","false"
"Christmas Island","false"
"Cocos Islands","false"
"Colombia","false"
"Comoros","false"
"Congo","false"
"Cook Islands","false"
"Costa Rica","false"
"Cote dIvoire","false"
"Croatia","false"
"Cuba","false"
"Cyprus","false"
"Czech Republic","false"
"Denmark","false"
"Djibouti","false"
"Dominica","false"
"Dominican Republic","false"
"Ecuador","false"
"Egypt","false"
"El Salvador","false"
"Equatorial Guinea","false"
"Eritrea","false"
"Estonia","false"
"Ethiopia","false"
"Faroe Islands","false"
"Fiji","false"
"Finland","false"
"France","false"
"Gabon","false"
"Gambia","false"
"Gaza Strip","false"
"Georgia","false"
"Germany","false"
"Ghana","false"
"Gibraltar","false"
"Greece","false"
"Greenland","false"
"Grenada","false"
"Guatemala","false"
"Guernsey","false"
"Guinea","false"
"Guinea-Bissau","false"
"Guyana","false"
"Haiti","false"
"Holy See","false"
"Honduras","false"
"Hong Kong","false"
"Hungary","false"
"Iceland","false"
"India","false"
"Indonesia","false"
"Iran","false"
"Iraq","false"
"Ireland","false"
"Israel","false"
"Italy","false"
"Jamaica","false"
"Japan","false"
"Jordan","false"
"Kazakhstan","false"
"Kenya","false"
"Kiribati","false"
"Kosovo","false"
"Kuwait","false"
"Kyrgyzstan","false"
"Laos","false"
"Latvia","false"
"Lebanon","false"
"Lesotho","false"
"Liberia","false"
"Libya","false"
"Liechtenstein","false"
"Lithuania","false"
"Luxembourg","false"
"Macao","false"
"Macedonia","false"
"Madagascar","false"
"Malawi","false"
"Malaysia","false"
"Maldives","false"
"Mali","false"
"Malta","false"
"Marshall Islands","false"
"Martinique","false"
"Mauritania","false"
"Mauritius","false"
"Mayotte","false"
"Melilla","false"
"Mexico","false"
"Micronesia","false"
"Moldova","false"
"Monaco","false"
"Mongolia","false"
"Montenegro","false"
"Morocco","false"
"Mozambique","false"
"Myanmar","false"
"Namibia","false"
"Nauru","false"
"Nepal","false"
"Netherlands","false"
"New Caledonia","false"
"New Zealand","false"
"Nicaragua","false"
"Niger","false"
"Nigeria","false"
"Niue","false"
"Norfolk Island","false"
"North Korea","false"
"Norway","false"
"Oman","false"
"Pakistan","false"
"Palau","false"
"Panama","false"
"Papua New Guinea","false"
"Paraguay","false"
"Peru","false"
"Philippines","false"
"Pitcairn","false"
"Poland","false"
"Portugal","false"
"Puerto Rico","false"
"Qatar","false"
"Reunion","false"
"Romania","false"
"Russia","false"
"Rwanda","false"
"Saint Barthelemy","false"
"Saint Kitts and Nevis","false"
"Saint Lucia","false"
"Saint Martin","false"
"Saint Vincent and the Grenadines","false"
"Samoa","false"
"San Marino","false"
"Sao Tome and Principe","false"
"Saudi Arabia","false"
"Senegal","false"
"Serbia","false"
"Seychelles","false"
"Sierra Leone","false"
"Singapore","false"
"Slovakia","false"
"Slovenia","false"
"Solomon Islands","false"
"Somalia","false"
"South Africa","false"
"South Korea","false"
"South Sudan","false"
"Spain","false"
"Sri Lanka","false"
"Sudan","false"
"Suriname","false"
"Svalbard","false"
"Swaziland","false"
"Sweden","false"
"Switzerland","false"
"Syria","false"
"Taiwan","false"
"Tajikistan","false"
"Tanzania","false"
"Thailand","false"
"Timor-Leste","false"
"Togo","false"
"Tokelau","false"
"Tonga","false"
"Trinidad and Tobago","false"
"Tunisia","false"
"Turkey","false"
"Turkmenistan","false"
"Tuvalu","false"
"Uganda","false"
"Ukraine","false"
"United Arab Emirates","false"
"United Kingdom","false"
"United States","false"
"Uruguay","false"
"Uzbekistan","false"
"Vanuatu","false"
"Venezuela","false"
"Vietnam","false"
"Virgin Islands","false"
"West Bank","false"
"Western Sahara","false"
"Yemen","false"
"Zaire","false"
"Zambia","false"
"Zimbabwe","false"
